blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin,blue_objective_share,red_objective_share,blue_vision_share,red_vision_share,blue_ward_efficiency,red_ward_efficiency,blue_kill_share,red_kill_share,blue_gold_per_kill,red_gold_per_kill,blue_xp_per_min,red_xp_per_min,gold_obj_momentum,xp_kill_momentum,gold_diff_per_min,xp_diff_per_min
0,20,3,1,4,4,6,0,0,0,0,15474,6.6,16611,231,28,331,-1585,23.1,1547.4,15,2,0,4,4,5,1,1,0,0,15143,7.2,18196,216,51,-331,1585,21.6,1514.3,0.0,1.0,0.5714285714285714,0.42857142857142855,0.15,0.13333333333333333,0.5,0.5,3094.8,3028.6,1661.1,1819.6,0,-6340,33.1,-158.5
0,33,2,1,11,11,7,1,0,1,0,16695,7.0,18507,157,40,-1505,-635,15.7,1669.5,17,1,0,11,11,9,0,0,0,0,18200,7.0,19142,188,52,1505,635,18.8,1820.0,1.0,0.0,0.66,0.34,0.06060606060606061,0.058823529411764705,0.5,0.5,1391.25,1516.6666666666667,1850.7,1914.2,-1505,-6985,-150.5,-63.5
1,18,1,1,7,1,11,1,1,0,0,17865,7.4,19102,238,53,3274,1659,23.8,1786.5,12,1,0,1,7,1,0,0,0,0,14591,6.8,17443,240,50,-3274,-1659,24.0,1459.1,1.0,0.0,0.6,0.4,0.05555555555555555,0.08333333333333333,0.875,0.125,2233.125,7295.5,1910.2,1744.3,3274,11613,327.4,165.9
0,14,3,0,4,9,1,1,0,1,0,14979,6.6,17213,210,52,-3414,-1141,21.0,1497.9,20,3,1,9,4,11,0,0,0,0,18393,7.2,18354,229,51,3414,1141,22.9,1839.3,1.0,0.0,0.4117647058823529,0.5882352941176471,0.21428571428571427,0.15,0.3076923076923077,0.6923076923076923,2995.8,1839.3,1721.3,1835.4,-3414,-4564,-341.4,-114.1
1,15,3,1,4,4,4,0,0,0,0,15722,6.8,17896,224,51,-470,-187,22.4,1572.2,102,1,0,4,4,3,0,0,0,0,16192,7.0,18083,242,48,470,187,24.2,1619.2,0.5,0.5,0.1282051282051282,0.8717948717948718,0.2,0.00980392156862745,0.5,0.5,3144.4,3238.4,1789.6,1808.3,0,-748,-47.0,-18.7
0,17,1,0,3,7,3,0,0,0,0,15015,6.8,16974,209,53,-1996,-1804,20.9,1501.5,18,3,1,7,3,13,0,0,0,0,17011,7.2,18778,237,51,1996,1804,23.7,1701.1,0.5,0.5,0.4857142857142857,0.5142857142857142,0.058823529411764705,0.16666666666666666,0.3,0.7,3753.75,2126.375,1697.4,1877.8,0,-5412,-199.6,-180.4
1,14,1,1,10,2,8,0,0,0,0,19733,7.6,20862,263,56,5228,3378,26.3,1973.3,13,2,0,2,10,2,1,1,0,0,14505,6.8,17484,210,64,-5228,-3378,21.0,1450.5,0.0,1.0,0.5185185185185185,0.48148148148148145,0.07142857142857142,0.15384615384615385,0.8333333333333334,0.16666666666666666,1793.909090909091,4835.0,2086.2,1748.4,0,33780,522.8,337.8
0,43,3,0,3,7,3,1,0,1,0,14852,6.8,16888,203,54,-1975,-1345,20.3,1485.2,17,14,1,7,3,6,0,0,0,0,16827,6.8,18233,218,53,1975,1345,21.8,1682.7,1.0,0.0,0.7166666666666667,0.2833333333333333,0.06976744186046512,0.8235294117647058,0.3,0.7,3713.0,2103.375,1688.8,1823.3,-1975,-4035,-197.5,-134.5
1,21,4,1,5,4,11,0,0,0,0,16282,6.8,17378,213,49,882,512,21.3,1628.2,19,3,0,4,5,3,2,1,1,0,15400,6.6,16866,228,52,-882,-512,22.8,1540.0,0.0,1.0,0.525,0.475,0.19047619047619047,0.15789473684210525,0.5555555555555556,0.4444444444444444,2713.6666666666665,3080.0,1737.8,1686.6,0,2560,88.2,51.2
0,11,3,0,5,9,5,0,0,0,0,14994,7.0,17924,188,48,-3155,-2773,18.8,1499.4,15,1,1,9,5,9,0,0,0,0,18149,7.4,20697,219,56,3155,2773,21.9,1814.9,0.5,0.5,0.4230769230769231,0.5769230769230769,0.2727272727272727,0.06666666666666667,0.35714285714285715,0.6428571428571429,2499.0,1814.9,1792.4,2069.7,0,-13865,-315.5,-277.3
1,14,3,1,11,6,15,1,1,0,0,18606,7.2,19254,214,45,2526,1625,21.4,1860.6,12,2,0,6,11,4,0,0,0,0,16080,7.0,17629,225,48,-2526,-1625,22.5,1608.0,1.0,0.0,0.5384615384615384,0.46153846153846156,0.21428571428571427,0.16666666666666666,0.6470588235294118,0.35294117647058826,1550.5,2297.1428571428573,1925.4,1762.9,2526,17875,252.6,162.5
0,13,1,0,4,13,5,0,0,0,0,15878,6.8,16945,203,43,-2835,-2821,20.3,1587.8,15,3,1,13,4,14,1,1,0,0,18713,7.2,19766,209,45,2835,2821,20.9,1871.3,0.0,1.0,0.4642857142857143,0.5357142857142857,0.07692307692307693,0.2,0.23529411764705882,0.7647058823529411,3175.6,1336.642857142857,1694.5,1976.6,0,-11284,-283.5,-282.1
0,17,2,0,4,6,3,0,0,0,0,15773,7.0,17562,238,56,-1254,-567,23.8,1577.3,16,3,1,6,4,10,1,1,0,0,17027,7.0,18129,231,60,1254,567,23.1,1702.7,0.0,1.0,0.5151515151515151,0.48484848484848486,0.11764705882352941,0.1875,0.4,0.6,3154.6,2432.4285714285716,1756.2,1812.9,0,-2268,-125.4,-56.7
0,78,4,0,4,3,4,2,1,1,0,15906,6.8,19219,238,67,406,1283,23.8,1590.6,15,3,1,3,4,3,0,0,0,0,15500,7.0,17936,220,64,-406,-1283,22.0,1550.0,1.0,0.0,0.8387096774193549,0.16129032258064516,0.05128205128205128,0.2,0.5714285714285714,0.42857142857142855,3181.2,3875.0,1921.9,1793.6,812,5132,40.6,128.3
1,33,3,0,6,9,10,0,0,0,0,16515,6.8,17223,208,45,-1020,493,20.8,1651.5,18,3,1,9,6,13,0,0,0,0,17535,6.6,16730,197,36,1020,-493,19.7,1753.5,0.5,0.5,0.6470588235294118,0.35294117647058826,0.09090909090909091,0.16666666666666666,0.4,0.6,2359.285714285714,1753.5,1722.3,1673.0,0,2958,-102.0,49.3
0,17,1,0,4,8,4,0,0,0,0,15415,6.2,16047,204,44,-2472,-1067,20.4,1541.5,19,2,1,8,4,13,1,1,0,0,17887,7.0,17114,221,36,2472,1067,22.1,1788.7,0.0,1.0,0.4722222222222222,0.5277777777777778,0.058823529411764705,0.10526315789473684,0.3333333333333333,0.6666666666666666,3083.0,1987.4444444444443,1604.7,1711.4,0,-4268,-247.2,-106.7
1,18,1,0,8,6,9,1,1,0,0,17178,7.0,17854,209,44,1260,-55,20.9,1717.8,10,3,1,6,8,3,0,0,0,0,15918,6.8,17909,233,36,-1260,55,23.3,1591.8,1.0,0.0,0.6428571428571429,0.35714285714285715,0.05555555555555555,0.3,0.5714285714285714,0.42857142857142855,1908.6666666666667,2274.0,1785.4,1790.9,1260,-440,126.0,-5.5
0,19,3,1,7,4,9,0,0,0,0,17226,7.0,18982,228,61,1857,2015,22.8,1722.6,14,4,0,4,7,2,1,1,0,0,15369,6.6,16967,202,49,-1857,-2015,20.2,1536.9,0.0,1.0,0.5757575757575758,0.42424242424242425,0.15789473684210525,0.2857142857142857,0.6363636363636364,0.36363636363636365,2153.25,3073.8,1898.2,1696.7,0,14105,185.7,201.5
0,105,5,1,8,6,13,1,1,0,0,17474,6.8,17436,217,53,1320,-413,21.7,1747.4,65,3,0,6,8,11,0,0,0,0,16154,6.8,17849,223,40,-1320,413,22.3,1615.4,1.0,0.0,0.6176470588235294,0.38235294117647056,0.047619047619047616,0.046153846153846156,0.5714285714285714,0.42857142857142855,1941.5555555555557,2307.714285714286,1743.6,1784.9,1320,-3304,132.0,-41.3
0,18,5,0,3,8,2,1,1,0,0,14905,6.8,17974,233,52,-3282,-1647,23.3,1490.5,18,3,1,8,3,12,0,0,0,0,18187,7.4,19621,225,52,3282,1647,22.5,1818.7,1.0,0.0,0.5,0.5,0.2777777777777778,0.16666666666666666,0.2727272727272727,0.7272727272727273,3726.25,2020.7777777777778,1797.4,1962.1,-3282,-4941,-328.2,-164.7
1,22,7,1,9,4,10,1,1,0,0,18132,7.0,18076,228,40,2883,2111,22.8,1813.2,21,4,0,4,9,2,0,0,0,0,15249,6.2,15965,227,36,-2883,-2111,22.7,1524.9,1.0,0.0,0.5116279069767442,0.4883720930232558,0.3181818181818182,0.19047619047619047,0.6923076923076923,0.3076923076923077,1813.2,3049.8,1807.6,1596.5,2883,18999,288.3,211.1
1,17,4,1,5,2,6,2,1,1,0,16053,6.8,17406,218,51,1703,1696,21.8,1605.3,15,2,0,2,5,2,0,0,0,0,14350,6.4,15710,206,48,-1703,-1696,20.6,1435.0,1.0,0.0,0.53125,0.46875,0.23529411764705882,0.13333333333333333,0.7142857142857143,0.2857142857142857,2675.5,4783.333333333333,1740.6,1571.0,3406,8480,170.3,169.6
0,12,3,0,6,4,7,0,0,0,0,16438,6.8,16989,203,32,608,-85,20.3,1643.8,19,2,1,4,6,4,1,1,0,0,15830,6.8,17074,206,44,-608,85,20.6,1583.0,0.0,1.0,0.3870967741935484,0.6129032258064516,0.25,0.10526315789473684,0.6,0.4,2348.285714285714,3166.0,1698.9,1707.4,0,-510,60.8,-8.5
0,15,2,1,5,4,4,0,0,0,0,15634,6.8,16355,201,45,71,-359,20.1,1563.4,14,1,0,4,5,4,1,1,0,0,15563,6.8,16714,222,38,-71,359,22.2,1556.3,0.0,1.0,0.5172413793103449,0.4827586206896552,0.13333333333333333,0.07142857142857142,0.5555555555555556,0.4444444444444444,2605.6666666666665,3112.6,1635.5,1671.4,0,-1795,7.1,-35.9
1,40,2,0,6,4,4,0,0,0,0,16085,7.4,19076,204,56,275,872,20.4,1608.5,15,1,1,4,6,5,1,1,0,0,15810,7.2,18204,223,62,-275,-872,22.3,1581.0,0.0,1.0,0.7272727272727273,0.2727272727272727,0.05,0.06666666666666667,0.6,0.4,2297.8571428571427,3162.0,1907.6,1820.4,0,5232,27.5,87.2
0,24,3,0,3,4,6,0,0,0,0,14981,6.8,17082,235,52,-809,638,23.5,1498.1,17,2,1,4,3,7,2,1,1,0,15790,6.8,16444,218,50,809,-638,21.8,1579.0,0.0,1.0,0.5853658536585366,0.4146341463414634,0.125,0.11764705882352941,0.42857142857142855,0.5714285714285714,3745.25,3158.0,1708.2,1644.4,0,1914,-80.9,63.8
0,12,4,0,2,8,2,1,1,0,0,15421,7.2,19276,217,84,-2771,-1125,21.7,1542.1,14,2,1,8,2,5,0,0,0,0,18192,7.4,20401,234,64,2771,1125,23.4,1819.2,1.0,0.0,0.46153846153846156,0.5384615384615384,0.3333333333333333,0.14285714285714285,0.2,0.8,5140.333333333333,2021.3333333333333,1927.6,2040.1,-2771,-2250,-277.1,-112.5
0,20,2,1,5,6,4,1,0,1,0,15665,6.8,17716,203,48,-1730,-1236,20.3,1566.5,40,4,0,6,5,6,1,1,0,0,17395,7.0,18952,214,67,1730,1236,21.4,1739.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.1,0.1,0.45454545454545453,0.5454545454545454,2610.8333333333335,2485.0,1771.6,1895.2,-1730,-6180,-173.0,-123.6
0,11,3,0,7,9,5,1,0,1,0,17528,7.2,19609,234,68,-904,1377,23.4,1752.8,18,1,1,9,7,9,1,1,0,0,18432,7.0,18232,227,40,904,-1377,22.7,1843.2,0.5,0.5,0.3793103448275862,0.6206896551724138,0.2727272727272727,0.05555555555555555,0.4375,0.5625,2191.0,1843.2,1960.9,1823.2,-904,9639,-90.4,137.7
0,18,2,0,3,6,3,1,0,1,0,15032,6.6,16832,213,48,-1683,-1363,21.3,1503.2,36,3,1,6,3,6,1,1,0,0,16715,7.0,18195,236,44,1683,1363,23.6,1671.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.08333333333333333,0.3333333333333333,0.6666666666666666,3758.0,2387.8571428571427,1683.2,1819.5,-1683,-4089,-168.3,-136.3
0,28,3,0,4,11,3,0,0,0,0,15483,6.8,17362,222,48,-3025,-1833,22.2,1548.3,41,0,1,11,4,16,1,1,0,0,18508,7.2,19195,213,39,3025,1833,21.3,1850.8,0.0,1.0,0.4057971014492754,0.5942028985507246,0.10714285714285714,0.0,0.26666666666666666,0.7333333333333333,3096.6,1542.3333333333333,1736.2,1919.5,0,-7332,-302.5,-183.3
1,36,1,0,10,6,12,0,0,0,0,19226,7.4,20118,231,44,3004,2300,23.1,1922.6,16,2,1,6,10,7,0,0,0,0,16222,7.0,17818,185,39,-3004,-2300,18.5,1622.2,0.5,0.5,0.6923076923076923,0.3076923076923077,0.027777777777777776,0.125,0.625,0.375,1747.8181818181818,2317.4285714285716,2011.8,1781.8,0,23000,300.4,230.0
1,18,3,0,9,6,14,1,1,0,0,16945,6.8,17806,204,36,1574,761,20.4,1694.5,17,2,1,6,9,6,0,0,0,0,15371,6.8,17045,194,54,-1574,-761,19.4,1537.1,1.0,0.0,0.5142857142857142,0.4857142857142857,0.16666666666666666,0.11764705882352941,0.6,0.4,1694.5,2195.8571428571427,1780.6,1704.5,1574,6849,157.4,76.1
1,12,2,1,5,5,3,0,0,0,0,15000,6.6,16493,233,16,-1036,-1423,23.3,1500.0,19,1,0,5,5,4,0,0,0,0,16036,7.0,17916,221,44,1036,1423,22.1,1603.6,0.5,0.5,0.3870967741935484,0.6129032258064516,0.16666666666666666,0.05263157894736842,0.5,0.5,2500.0,2672.6666666666665,1649.3,1791.6,0,-7115,-103.6,-142.3
0,18,4,1,3,4,2,1,0,1,0,15888,7.4,19090,252,60,16,433,25.2,1588.8,39,4,0,4,3,2,1,1,0,0,15872,7.0,18657,243,49,-16,-433,24.3,1587.2,0.5,0.5,0.3157894736842105,0.6842105263157895,0.2222222222222222,0.10256410256410256,0.42857142857142855,0.5714285714285714,3972.0,3174.4,1909.0,1865.7,16,1299,1.6,43.3
0,41,0,0,1,10,0,0,0,0,0,12925,6.4,15498,187,32,-6386,-4210,18.7,1292.5,12,1,1,10,1,6,1,0,1,1,19311,7.2,19708,247,56,6386,4210,24.7,1931.1,0.0,1.0,0.7735849056603774,0.22641509433962265,0.0,0.08333333333333333,0.09090909090909091,0.9090909090909091,6462.5,1755.5454545454545,1549.8,1970.8,0,-4210,-638.6,-421.0
1,14,4,1,11,2,9,0,0,0,0,19250,7.6,19703,251,48,5096,3310,25.1,1925.0,15,3,0,2,11,2,0,0,0,0,14154,6.4,16393,196,53,-5096,-3310,19.6,1415.4,0.5,0.5,0.4827586206896552,0.5172413793103449,0.2857142857142857,0.2,0.8461538461538461,0.15384615384615385,1604.1666666666667,4718.0,1970.3,1639.3,0,36410,509.6,331.0
1,19,1,1,8,4,5,1,1,0,1,18355,7.0,18790,218,54,2756,1683,21.8,1835.5,13,5,0,4,8,5,0,0,0,0,15599,6.8,17107,200,57,-2756,-1683,20.0,1559.9,1.0,0.0,0.59375,0.40625,0.05263157894736842,0.38461538461538464,0.6666666666666666,0.3333333333333333,2039.4444444444443,3119.8,1879.0,1710.7,2756,13464,275.6,168.3
1,15,2,0,2,3,2,1,0,1,0,13978,6.6,16429,180,44,-977,-1025,18.0,1397.8,12,4,1,3,2,1,0,0,0,0,14955,6.8,17454,218,56,977,1025,21.8,1495.5,1.0,0.0,0.5555555555555556,0.4444444444444444,0.13333333333333333,0.3333333333333333,0.4,0.6,4659.333333333333,3738.75,1642.9,1745.4,-977,-2050,-97.7,-102.5
0,16,1,0,5,5,8,0,0,0,0,15851,6.8,17366,206,56,-808,-1655,20.6,1585.1,38,6,1,5,5,6,0,0,0,0,16659,7.2,19021,241,44,808,1655,24.1,1665.9,0.5,0.5,0.2962962962962963,0.7037037037037037,0.0625,0.15789473684210525,0.5,0.5,2641.8333333333335,2776.5,1736.6,1902.1,0,-8275,-80.8,-165.5
0,14,0,0,7,9,5,0,0,0,0,16474,6.6,17408,209,50,-1559,-407,20.9,1647.4,22,4,1,9,7,13,1,1,0,0,18033,6.8,17815,206,53,1559,407,20.6,1803.3,0.0,1.0,0.3888888888888889,0.6111111111111112,0.0,0.18181818181818182,0.4375,0.5625,2059.25,1803.3,1740.8,1781.5,0,-2849,-155.9,-40.7
1,18,0,0,6,8,6,0,0,0,0,16590,7.0,18284,213,49,544,75,21.3,1659.0,12,1,1,8,6,7,0,0,0,0,16046,7.0,18209,182,44,-544,-75,18.2,1604.6,0.5,0.5,0.6,0.4,0.0,0.08333333333333333,0.42857142857142855,0.5714285714285714,2370.0,1782.888888888889,1828.4,1820.9,0,450,54.4,7.5
1,22,4,1,5,2,2,2,1,1,0,15737,7.0,18634,217,53,1381,1017,21.7,1573.7,16,3,0,2,5,1,0,0,0,0,14356,7.0,17617,212,60,-1381,-1017,21.2,1435.6,1.0,0.0,0.5789473684210527,0.42105263157894735,0.18181818181818182,0.1875,0.7142857142857143,0.2857142857142857,2622.8333333333335,4785.333333333333,1863.4,1761.7,2762,5085,138.1,101.7
1,37,2,1,5,3,5,0,0,0,0,16990,7.4,19634,248,54,2031,1449,24.8,1699.0,15,1,0,3,5,5,1,1,0,0,14959,7.0,18185,210,68,-2031,-1449,21.0,1495.9,0.0,1.0,0.7115384615384616,0.28846153846153844,0.05405405405405406,0.06666666666666667,0.625,0.375,2831.6666666666665,3739.75,1963.4,1818.5,0,7245,203.1,144.9
0,14,4,0,3,3,2,1,1,0,0,15297,7.0,19210,246,56,131,370,24.6,1529.7,20,2,1,3,3,1,0,0,0,0,15166,7.2,18840,227,64,-131,-370,22.7,1516.6,1.0,0.0,0.4117647058823529,0.5882352941176471,0.2857142857142857,0.1,0.5,0.5,3824.25,3791.5,1921.0,1884.0,131,1110,13.1,37.0
0,16,2,0,4,10,4,1,0,1,0,15651,7.0,17696,224,53,-2699,-2749,22.4,1565.1,30,2,1,10,4,11,1,1,0,0,18350,7.4,20445,201,54,2699,2749,20.1,1835.0,0.5,0.5,0.34782608695652173,0.6521739130434783,0.125,0.06666666666666667,0.2857142857142857,0.7142857142857143,3130.2,1668.1818181818182,1769.6,2044.5,-2699,-10996,-269.9,-274.9
0,17,0,1,5,7,7,1,1,0,0,15587,6.8,16746,181,63,-1672,-2698,18.1,1558.7,14,0,0,7,5,6,0,0,0,0,17259,7.4,19444,218,76,1672,2698,21.8,1725.9,1.0,0.0,0.5483870967741935,0.45161290322580644,0.0,0.0,0.4166666666666667,0.5833333333333334,2597.8333333333335,2157.375,1674.6,1944.4,-1672,-13490,-167.2,-269.8
1,19,3,1,10,6,11,1,1,0,0,17777,7.2,18131,213,42,1201,316,21.3,1777.7,18,4,0,6,10,5,0,0,0,0,16576,6.8,17815,234,44,-1201,-316,23.4,1657.6,1.0,0.0,0.5135135135135135,0.4864864864864865,0.15789473684210525,0.2222222222222222,0.625,0.375,1616.090909090909,2368.0,1813.1,1781.5,1201,3160,120.1,31.6
1,29,3,1,7,5,5,2,1,1,0,16426,7.0,18407,222,55,-108,59,22.2,1642.6,14,4,0,5,7,4,0,0,0,0,16534,6.8,18348,247,44,108,-59,24.7,1653.4,1.0,0.0,0.6744186046511628,0.32558139534883723,0.10344827586206896,0.2857142857142857,0.5833333333333334,0.4166666666666667,2053.25,2755.6666666666665,1840.7,1834.8,-216,413,-10.8,5.9
0,12,0,0,10,7,11,0,0,0,1,20278,7.2,19575,236,58,4633,2269,23.6,2027.8,20,1,1,7,10,6,1,1,0,0,15645,6.6,17306,182,45,-4633,-2269,18.2,1564.5,0.0,1.0,0.375,0.625,0.0,0.05,0.5882352941176471,0.4117647058823529,1843.4545454545455,1955.625,1957.5,1730.6,0,22690,463.3,226.9
0,18,4,0,2,7,0,0,0,0,0,13791,6.6,16437,191,62,-2262,-1391,19.1,1379.1,18,3,1,7,2,4,1,1,0,0,16053,6.8,17828,218,48,2262,1391,21.8,1605.3,0.0,1.0,0.5,0.5,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.7777777777777778,4597.0,2006.625,1643.7,1782.8,0,-2782,-226.2,-139.1
0,24,3,0,6,7,5,0,0,0,0,16505,7.0,17667,208,70,-49,500,20.8,1650.5,17,2,1,7,6,10,1,1,0,0,16554,6.8,17167,207,45,49,-500,20.7,1655.4,0.0,1.0,0.5853658536585366,0.4146341463414634,0.125,0.11764705882352941,0.46153846153846156,0.5384615384615384,2357.8571428571427,2069.25,1766.7,1716.7,0,3000,-4.9,50.0
1,18,2,1,6,4,4,1,1,0,0,17277,7.2,19610,229,54,1687,1089,22.9,1727.7,36,3,0,4,6,5,1,0,1,0,15590,7.2,18521,232,56,-1687,-1089,23.2,1559.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.08333333333333333,0.6,0.4,2468.1428571428573,3118.0,1961.0,1852.1,1687,6534,168.7,108.9
1,122,3,1,9,1,10,2,1,1,0,18269,7.2,19659,229,68,3933,2922,22.9,1826.9,14,3,0,1,9,1,0,0,0,0,14336,6.4,16737,233,40,-3933,-2922,23.3,1433.6,1.0,0.0,0.8970588235294118,0.10294117647058823,0.02459016393442623,0.21428571428571427,0.9,0.1,1826.9,7168.0,1965.9,1673.7,7866,26298,393.3,292.2
0,12,4,0,4,10,3,1,1,0,0,14166,6.6,15959,203,41,-4061,-4397,20.3,1416.6,16,2,1,10,4,6,0,0,0,0,18227,7.4,20356,224,72,4061,4397,22.4,1822.7,1.0,0.0,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.125,0.2857142857142857,0.7142857142857143,2833.2,1657.0,1595.9,2035.6,-4061,-17588,-406.1,-439.7
0,52,2,0,6,12,7,0,0,0,0,15456,6.6,16280,188,42,-4920,-3280,18.8,1545.6,15,1,1,12,6,11,1,0,1,1,20376,7.4,19560,240,62,4920,3280,24.0,2037.6,0.0,1.0,0.7761194029850746,0.22388059701492538,0.038461538461538464,0.06666666666666667,0.3333333333333333,0.6666666666666666,2208.0,1567.3846153846155,1628.0,1956.0,0,-19680,-492.0,-328.0
0,19,2,0,4,5,2,0,0,0,0,15180,7.0,17773,210,52,-1705,-1839,21.0,1518.0,11,4,1,5,4,1,0,0,0,0,16885,7.2,19612,227,62,1705,1839,22.7,1688.5,0.5,0.5,0.6333333333333333,0.36666666666666664,0.10526315789473684,0.36363636363636365,0.4444444444444444,0.5555555555555556,3036.0,2814.1666666666665,1777.3,1961.2,0,-7356,-170.5,-183.9
